Date,Signal,Price
2025-01-15,1,209.900146484375
2025-01-16,0,211.41905212402344
2025-01-17,0,214.57440185546875
2025-01-21,0,215.08396911621094
2025-01-22,0,213.80026245117188
2025-01-23,0,211.70321655273438
2025-01-24,0,214.1824493408203
2025-01-27,0,216.9850311279297
2025-01-28,0,216.70082092285156
2025-01-29,0,230.42959594726562
2025-01-30,0,229.66526794433594
2025-01-31,0,228.2933807373047
2025-02-03,0,233.32040405273438
2025-02-04,0,232.4874725341797
2025-02-05,0,237.5634765625
2025-02-06,0,242.2083282470703
2025-02-07,0,241.2969970703125
2025-02-10,0,250.69447326660156
2025-02-11,0,253.50686645507812
2025-02-12,0,250.155517578125
2025-02-13,0,259.7588195800781
2025-02-14,0,265.3835754394531
2025-02-18,0,257.92633056640625
2025-02-19,0,258.06353759765625
2025-02-20,0,260.0723876953125
2025-02-21,0,259.8470153808594
2025-02-24,0,262.7475891113281
2025-02-25,0,265.1091613769531
2025-02-26,0,258.2889099121094
2025-02-27,0,258.8670654296875
2025-02-28,0,265.1595153808594
2025-03-03,0,268.2467956542969
2025-03-04,1,260.2042541503906
2025-03-05,1,258.3262939453125
2025-03-06,1,258.5328063964844
2025-03-07,1,260.7843322753906
2025-03-10,1,262.15093994140625
2025-03-11,1,252.35829162597656
2025-03-12,0,251.3160858154297
2025-03-13,1,254.74745178222656
2025-03-14,1,251.6798553466797
2025-03-17,0,255.7994842529297
2025-03-18,1,256.35009765625
2025-03-19,1,254.89495849609375
2025-03-20,2,252.71221923828125
2025-03-21,2,251.54222106933594
2025-03-24,2,254.6097869873047
2025-03-25,2,254.40335083007812
2025-03-26,1,258.1001892089844
2025-03-27,1,263.77325439453125
2025-03-28,1,260.4794921875
2025-03-31,2,262.2296142578125
2025-04-01,1,264.02886962890625
2025-04-02,2,260.11572265625
2025-04-03,0,263.38983154296875
2025-04-04,2,243.94207763671875
2025-04-07,2,242.52626037597656
2025-04-08,1,242.1624755859375
2025-04-09,1,250.6179962158203
2025-04-10,1,251.81748962402344
2025-04-11,0,254.32469177246094
2025-04-14,0,258.22802734375
2025-04-15,0,262.2296142578125
2025-04-16,0,255.2783966064453
2025-04-17,0,257.6380920410156
2025-04-21,0,249.22186279296875
2025-04-22,0,253.96087646484375
2025-04-23,0,254.99325561523438
2025-04-24,0,257.77569580078125
2025-04-25,2,228.85977172851562
2025-04-28,2,232.79257202148438
2025-04-29,2,237.53160095214844
2025-04-30,2,242.8015594482422
2025-05-01,2,242.85073852539062
2025-05-02,2,244.6991424560547
2025-05-05,2,244.12887573242188
2025-05-06,2,249.53648376464844
2025-05-07,2,247.03915405273438
2025-05-08,2,243.33248901367188
2025-05-09,2,239.7143096923828
2025-05-12,2,236.28294372558594
2025-05-13,2,233.3529815673828
2025-05-14,2,231.33743286132812
2025-05-15,2,236.12562561035156
2025-05-16,2,238.5836181640625
2025-05-19,2,240.1469268798828
2025-05-20,2,237.15798950195312
2025-05-21,2,236.71554565429688
2025-05-22,2,236.77455139160156
2025-05-23,2,238.79994201660156
2025-05-27,2,239.27186584472656
2025-05-28,2,237.45294189453125
2025-05-29,2,235.2800750732422
2025-05-30,2,239.01028442382812
2025-06-02,2,239.85894775390625
2025-06-03,2,240.6681671142578
2025-06-04,2,238.77345275878906
2025-06-05,2,241.67471313476562
2025-06-06,2,242.62208557128906
2025-06-09,0,234.81625366210938
2025-06-10,0,233.85902404785156
2025-06-11,0,227.89857482910156
2025-06-12,1,225.68807983398438
2025-06-13,1,224.99728393554688
2025-06-16,1,227.9479217529297
2025-06-17,2,218.51380920410156
2025-06-18,2,218.07960510253906
2025-06-20,2,218.60263061523438
2025-06-23,1,223.99072265625
2025-06-24,1,226.7933349609375
2025-06-25,0,227.8590850830078
2025-06-26,0,228.3722686767578
2025-06-27,0,232.1518096923828
2025-06-30,0,235.12216186523438
2025-07-01,0,238.32936096191406
2025-07-02,0,234.29322814941406
2025-07-03,0,237.57937622070312
2025-07-07,0,234.50047302246094
2025-07-08,0,232.86233520507812
2025-07-09,0,229.25051879882812
2025-07-10,0,225.14529418945312
2025-07-11,0,224.76043701171875
2025-07-14,0,225.14529418945312
2025-07-15,0,223.0433807373047
2025-07-16,0,225.7275390625
2025-07-17,2,224.04005432128906
2025-07-18,1,224.21771240234375
2025-07-21,0,229.5564422607422
2025-07-22,0,230.1781463623047
2025-07-23,0,230.84918212890625
2025-07-24,0,244.24046325683594
2025-07-25,0,240.34251403808594
2025-07-28,0,235.05308532714844
2025-07-29,0,236.09913635253906
2025-07-30,0,238.3984375
2025-07-31,0,235.27020263671875
2025-08-01,0,234.0761260986328
2025-08-04,0,237.83595275878906
2025-08-05,0,235.78334045410156
2025-08-06,0,236.06951904296875
2025-08-07,0,239.7306671142578
2025-08-08,0,241.753662109375
2025-08-11,0,245.59242248535156
2025-08-12,0,248.95753479003906
2025-08-13,1,247.5364990234375
2025-08-14,1,247.0134735107422
2025-08-15,0,251.27658081054688
2025-08-18,1,251.8193359375
2025-08-19,0,254.8193359375
2025-08-20,0,255.59890747070312
2025-08-21,0,254.7600860595703
2025-08-22,1,248.6318817138672
2025-08-25,1,248.42465209960938
2025-08-26,1,247.89175415039062
2025-08-27,1,248.04965209960938
2025-08-28,1,247.2601776123047
2025-08-29,1,249.5478057861328
2025-09-02,1,253.4099884033203
2025-09-03,1,250.2113037109375
2025-09-04,1,249.67652893066406
2025-09-05,1,250.31033325195312
2025-09-08,2,240.54588317871094
2025-09-09,1,240.36764526367188
2025-09-10,1,238.05032348632812
2025-09-11,1,239.05052185058594
2025-09-12,1,239.3773193359375
2025-09-15,1,237.41651916503906
2025-09-16,1,235.3170623779297
2025-09-17,1,237.1293182373047
2025-09-18,1,236.51535034179688
2025-09-19,1,235.8617401123047
