,Importance
returns,0.05757393138824388
ma20,0.09998313347658563
ma50,0.11064800932759612
price_ma20_ratio,0.07648340669011533
price_ma50_ratio,0.08231420135232614
ma20_ma50_ratio,0.09065594646128468
volatility_30,0.12937740121656047
rsi,0.08478562042734673
macd,0.09905462540865534
macd_signal,0.08951395268091539
macd_hist,0.07960977157037012
