Ticker,ISRG,AMAT,TMUS,TSLA
ISRG,1.0,0.5140522661244663,0.34195764314116167,0.3622824585132633
AMAT,0.5140522661244663,1.0,0.31714509052231166,0.413569736036152
TMUS,0.34195764314116167,0.31714509052231166,1.0,0.20358596881027677
TSLA,0.3622824585132633,0.413569736036152,0.20358596881027677,1.0
